,Year,Round,Pick,Name,Team,Position,player_id,player_game_count,Grade,count,pickgrade,_merge,value
784,2013,5,164,mike gillislee,Dolphins,RB,7946.0,34.0,69.7,1,61.0,both,8.700000000000003
1594,2017,4,113,rayshawn jenkins,Chargers,DB,11868.0,39.0,69.2,1,60.5,both,8.700000000000003
1127,2015,3,77,duke johnson jr.,Browns,RB,9510.0,80.0,72.1,1,63.4,both,8.699999999999996
1833,2018,5,154,siran neal,Bills,DB,27130.0,11.0,68.6,1,59.9,both,8.699999999999996
372,2011,6,176,dwayne harris,Cowboys,WR,6328.0,74.0,68.4,1,59.8,both,8.600000000000009
361,2011,5,159,lee smith,Patriots,TE,6311.0,123.0,68.7,1,60.1,both,8.600000000000001
1154,2015,4,105,jamison crowder,Redskins,WR,9538.0,72.0,69.6,1,61.0,both,8.599999999999994
370,2011,6,174,charles clay,Dolphins,TE,6326.0,127.0,68.8,1,60.2,both,8.599999999999994
109,2010,4,114,dennis pitta,Ravens,TE,5638.0,62.0,69.3,1,60.7,both,8.599999999999994
961,2014,4,118,martavis bryant,Steelers,WR,8753.0,44.0,69.1,1,60.5,both,8.599999999999994
1053,2014,7,246,charles leno jr.,Bears,T,8880.0,85.0,69.3,1,60.7,both,8.599999999999994
991,2014,5,151,avery williamson,Titans,LB,8786.0,78.0,68.9,1,60.4,both,8.500000000000007
590,2012,6,187,josh bush,Jets,DB,7176.0,22.0,67.9,1,59.4,both,8.500000000000007
1918,2019,1,17,dexter lawrence,Giants,DT,25991.0,16.0,76.2,1,67.7,both,8.5
575,2012,5,167,george iloka,Bengals,DB,7159.0,83.0,69.2,1,60.7,both,8.5
278,2011,2,63,marcus gilbert,Steelers,T,6215.0,88.0,72.8,1,64.3,both,8.5
1318,2016,2,55,tyler boyd,Bengals,WR,10689.0,56.0,71.7,1,63.3,both,8.400000000000006
1995,2019,3,102,alexander mattison,Vikings,RB,45817.0,13.0,69.4,1,61.0,both,8.400000000000006
772,2013,5,151,joseph randle,Cowboys,RB,7933.0,27.0,68.8,1,60.4,both,8.399999999999999
352,2011,5,148,denarius moore,Raiders,WR,6300.0,49.0,69.3,1,60.9,both,8.399999999999999
1331,2016,3,69,yannick ngakoue,Jaguars,DE,10703.0,63.0,71.1,1,62.7,both,8.399999999999991
721,2013,3,92,stedman bailey,Rams,WR,7873.0,32.0,69.4,1,61.1,both,8.300000000000004
1735,2018,2,43,kerryon johnson,Lions,RB,34455.0,18.0,74.2,1,66.0,both,8.200000000000003
656,2013,1,22,desmond trufant,Falcons,DB,7803.0,97.0,75.7,1,67.5,both,8.200000000000003
445,2012,1,23,riley reiff,Lions,T,7029.0,120.0,74.6,1,66.4,both,8.199999999999989
673,2013,2,41,robert woods,Bills,WR,7822.0,100.0,73.7,1,65.6,both,8.100000000000009
1045,2014,7,233,trevor reilly,Jets,LB,8867.0,23.0,67.4,1,59.3,both,8.100000000000009
1618,2017,4,143,marlon mack,Colts,RB,11898.0,40.0,68.7,1,60.6,both,8.100000000000001
1366,2016,4,104,tavon young,Ravens,DB,10738.0,31.0,69.7,1,61.6,both,8.100000000000001
754,2013,4,130,kyle juszczyk,Ravens,RB,7912.0,90.0,70.3,1,62.2,both,8.099999999999994
930,2014,3,81,gabe jackson,Raiders,G,8716.0,84.0,71.6,1,63.5,both,8.099999999999994
253,2011,2,37,jabaal sheard,Browns,DE,6189.0,134.0,73.8,1,65.7,both,8.099999999999994
1410,2016,5,150,jordan howard,Bears,RB,10784.0,56.0,68.6,1,60.5,both,8.099999999999994
713,2013,3,83,logan ryan,Patriots,DB,7864.0,107.0,69.5,1,61.5,both,8.0
1632,2017,5,160,roderick johnson,Browns,T,11915.0,14.0,67.9,1,60.0,both,7.900000000000006
397,2011,7,214,derek newton,Texans,T,6366.0,74.0,67.4,1,59.5,both,7.900000000000006
815,2013,6,206,vince williams,Steelers,LB,7988.0,97.0,67.4,1,59.5,both,7.900000000000006
1272,2016,1,6,ronnie stanley,Ravens,T,10640.0,56.0,79.0,1,71.1,both,7.900000000000006
1461,2016,6,209,maurice canady,Ravens,DB,10843.0,21.0,67.2,1,59.3,both,7.900000000000006
800,2013,6,187,andre ellington,Cardinals,RB,7968.0,65.0,67.3,1,59.4,both,7.899999999999999
306,2011,3,94,kenrick ellis,Jets,DT,6246.0,56.0,69.8,1,61.9,both,7.899999999999999
363,2011,5,163,daniel kilgore,49ers,G,6315.0,85.0,69.1,1,61.2,both,7.8999999999999915
246,2011,1,30,muhammad wilkerson,Jets,DT,6182.0,108.0,73.1,1,65.2,both,7.8999999999999915
972,2014,4,130,james white,Patriots,RB,8765.0,78.0,70.1,1,62.2,both,7.8999999999999915
1109,2015,2,57,rob havenstein,Rams,T,9490.0,68.0,71.9,1,64.1,both,7.800000000000011
1092,2015,2,39,eddie goldman,Bears,DT,9472.0,67.0,73.8,1,66.0,both,7.799999999999997
368,2011,6,172,brandon fusco,Vikings,C,6324.0,89.0,68.5,1,60.7,both,7.799999999999997
1081,2015,1,27,byron jones,Cowboys,DB,9460.0,79.0,73.8,1,66.0,both,7.799999999999997
2001,2019,4,109,khari willis,Colts,DB,51304.0,14.0,69.5,1,61.7,both,7.799999999999997
96,2010,4,101,mike williams1,Buccaneers,WR,5625.0,62.0,68.9,1,61.2,both,7.700000000000003
312,2011,4,101,clint boling,Bengals,G,6253.0,111.0,68.9,1,61.2,both,7.700000000000003
167,2010,6,183,eric olsen,Broncos,C,5706.0,14.0,67.2,1,59.5,both,7.700000000000003
391,2011,7,204,virgil green,Broncos,TE,6356.0,131.0,66.5,1,58.8,both,7.700000000000003
1147,2015,3,98,steven nelson,Chiefs,DB,9531.0,62.0,68.8,1,61.1,both,7.699999999999996
1470,2016,6,221,ted karras,Patriots,G,10855.0,31.0,67.1,1,59.4,both,7.699999999999996
987,2014,5,147,ricardo allen,Falcons,DB,8782.0,65.0,68.9,1,61.3,both,7.6000000000000085
1142,2015,3,93,henry anderson,Colts,DE,9526.0,58.0,68.9,1,61.4,both,7.500000000000007
311,2011,4,100,da'norris searcy,Bills,DB,6252.0,98.0,68.4,1,60.9,both,7.500000000000007
187,2010,7,213,willie young,Lions,DE,5736.0,97.0,66.8,1,59.3,both,7.5
948,2014,4,103,devonta freeman,Falcons,RB,8738.0,77.0,68.8,1,61.3,both,7.5
952,2014,4,107,justin ellis,Raiders,DT,8742.0,70.0,69.4,1,62.0,both,7.400000000000006
556,2012,5,143,josh norman,Panthers,DB,7649.0,102.0,68.0,1,60.6,both,7.399999999999999
598,2012,6,197,nate ebner,Patriots,DB,7193.0,32.0,66.0,1,58.6,both,7.399999999999999
1623,2017,5,149,damontae kazee,Falcons,DB,11904.0,41.0,68.5,1,61.1,both,7.399999999999999
1680,2017,7,226,david moore,Seahawks,WR,11981.0,30.0,66.1,1,58.7,both,7.3999999999999915
1661,2017,6,196,al-quadin muhammad,Saints,DE,11951.0,34.0,66.1,1,58.7,both,7.3999999999999915
1007,2014,5,174,devon kennard,Giants,LB,8809.0,81.0,67.6,1,60.2,both,7.3999999999999915
1374,2016,4,112,malcolm mitchell,Patriots,WR,10746.0,14.0,67.9,1,60.6,both,7.300000000000004
1209,2015,5,174,cameron artis-payne,Panthers,RB,9607.0,23.0,67.5,1,60.2,both,7.299999999999997
1096,2015,2,43,benardrick mckinney,Texans,LB,9476.0,75.0,73.3,1,66.0,both,7.299999999999997
1600,2017,4,120,ben gedeon,Vikings,LB,11875.0,38.0,67.8,1,60.5,both,7.299999999999997
1712,2018,1,19,leighton vander esch,Cowboys,LB,50950.0,25.0,75.0,1,67.8,both,7.200000000000003
1733,2018,2,40,courtland sutton,Broncos,WR,48164.0,32.0,73.4,1,66.2,both,7.200000000000003
15,2010,1,17,mike iupati,49ers,G,5542.0,130.0,74.9,1,67.7,both,7.200000000000003
1203,2015,5,168,michael burton,Lions,RB,9601.0,65.0,68.2,1,61.0,both,7.200000000000003
1961,2019,2,63,juan thornhill,Chiefs,DB,50426.0,16.0,71.5,1,64.3,both,7.200000000000003
1273,2016,1,7,deforest buckner,49ers,DE,10641.0,63.0,77.8,1,70.6,both,7.200000000000003
399,2011,7,217,maurice hurt,Redskins,G,6369.0,10.0,66.2,1,59.0,both,7.200000000000003
484,2012,2,63,rueben randle,Giants,WR,7065.0,62.0,71.4,1,64.3,both,7.1000000000000085
1018,2014,6,188,e.j. gaines,Rams,DB,8823.0,41.0,65.9,1,58.8,both,7.1000000000000085
1706,2018,1,12,vita vea,Buccaneers,DT,48956.0,29.0,76.2,1,69.1,both,7.1000000000000085
529,2012,4,111,evan rodriguez,Bears,TE,7111.0,17.0,68.2,1,61.1,both,7.100000000000001
184,2010,7,208,thomas welch,Patriots,T,5731.0,12.0,66.7,1,59.6,both,7.100000000000001
343,2011,5,138,marcus cannon,Patriots,T,6290.0,106.0,68.6,1,61.5,both,7.099999999999994
1504,2017,1,18,adoree' jackson,Titans,DB,11773.0,43.0,74.6,1,67.5,both,7.099999999999994
1664,2017,6,199,chase roullier,Redskins,C,11954.0,38.0,66.5,1,59.5,both,7.0
1036,2014,7,216,andre hal,Texans,DB,8850.0,63.0,66.2,1,59.2,both,7.0
1238,2015,6,215,cody wichmann,Rams,G,9648.0,19.0,66.7,1,59.7,both,7.0
285,2011,3,71,demarco murray,Cowboys,RB,6223.0,99.0,70.2,1,63.2,both,7.0
357,2011,5,153,jeremy kerley,Jets,WR,6305.0,97.0,67.0,1,60.0,both,7.0
31,2010,2,33,rodger saffold,Rams,T,5558.0,130.0,71.9,1,64.9,both,7.0
753,2013,4,129,john simon,Ravens,DE,7911.0,74.0,68.7,1,61.7,both,7.0
235,2011,1,17,nate solder,Patriots,T,6169.0,130.0,74.7,1,67.7,both,7.0
954,2014,4,109,ross cockrell,Bills,DB,8744.0,60.0,68.7,1,61.7,both,7.0
1258,2015,7,244,trent brown,49ers,G,9677.0,57.0,67.6,1,60.6,both,6.999999999999993
1169,2015,4,122,za'darius smith,Ravens,DE,9555.0,74.0,67.7,1,60.8,both,6.900000000000006
1722,2018,1,29,taven bryan,Jaguars,DT,48753.0,32.0,72.4,1,65.5,both,6.900000000000006
988,2014,5,148,bene benwikere,Panthers,DB,8783.0,40.0,67.8,1,60.9,both,6.899999999999999
639,2013,1,4,lane johnson,Eagles,T,7786.0,92.0,79.1,1,72.2,both,6.8999999999999915
854,2014,1,1,jadeveon clowney,Texans,DE,8636.0,75.0,79.4,1,72.6,both,6.800000000000011
171,2010,6,187,shelley smith,Texans,G,5710.0,27.0,66.2,1,59.4,both,6.800000000000004
580,2012,6,173,alfred morris,Redskins,RB,7165.0,104.0,67.5,1,60.7,both,6.799999999999997
347,2011,5,142,karl klug,Titans,DT,6294.0,109.0,67.8,1,61.0,both,6.799999999999997
803,2013,6,190,rex burkhead,Bengals,RB,7971.0,59.0,66.1,1,59.3,both,6.799999999999997
1433,2016,6,176,andy janovich,Broncos,RB,10810.0,50.0,66.6,1,59.8,both,6.799999999999997
1033,2014,6,211,jay prosch,Texans,RB,8845.0,62.0,66.1,1,59.3,both,6.799999999999997
1357,2016,3,95,graham glasgow,Lions,C,10729.0,59.0,68.0,1,61.3,both,6.700000000000003
1151,2015,4,102,daryl williams,Panthers,G,9535.0,54.0,67.7,1,61.0,both,6.700000000000003
1882,2018,7,223,jullian taylor,49ers,DT,48684.0,12.0,65.1,1,58.4,both,6.699999999999996
279,2011,2,64,randall cobb,Packers,WR,6216.0,120.0,71.3,1,64.7,both,6.599999999999994
525,2012,4,106,robert turbin,Seahawks,RB,7106.0,81.0,68.1,1,61.5,both,6.599999999999994
1414,2016,5,155,joe haeg,Colts,T,10789.0,49.0,66.1,1,59.5,both,6.599999999999994
1609,2017,4,134,jamaal williams,Packers,RB,11889.0,44.0,68.6,1,62.0,both,6.599999999999994
205,2010,7,234,sean lissemore,Cowboys,DT,5757.0,68.0,66.4,1,59.9,both,6.500000000000007
1411,2016,5,151,joe dahl,Lions,G,10785.0,25.0,66.9,1,60.4,both,6.500000000000007
887,2014,2,36,derek carr,Raiders,QB,8671.0,94.0,72.2,1,65.7,both,6.5
1696,2018,1,2,saquon barkley,Giants,RB,45791.0,29.0,79.4,1,72.9,both,6.5
530,2012,4,112,bobby massie,Cardinals,T,7112.0,110.0,67.1,1,60.6,both,6.499999999999993
1399,2016,4,137,dean lowry,Packers,DE,10771.0,63.0,68.2,1,61.8,both,6.400000000000006
681,2013,2,49,johnathan hankins,Giants,DT,7830.0,98.0,71.7,1,65.3,both,6.400000000000006
2010,2019,4,122,benny snell jr.,Steelers,RB,45954.0,11.0,67.2,1,60.8,both,6.400000000000006
1427,2016,5,168,spencer drango,Browns,G,10802.0,25.0,67.4,1,61.0,both,6.400000000000006
1058,2014,7,254,terrance mitchell,Cowboys,DB,8888.0,40.0,66.9,1,60.5,both,6.400000000000006
1205,2015,5,170,tye smith,Seahawks,DB,9603.0,11.0,67.9,1,61.5,both,6.400000000000006
1025,2014,6,200,laurent duvernay-tardif,Chiefs,T,8834.0,57.0,65.6,1,59.2,both,6.3999999999999915
1108,2015,2,55,maxx williams,Ravens,TE,9488.0,58.0,69.6,1,63.3,both,6.299999999999997
648,2013,1,13,sheldon richardson,Jets,DT,7794.0,105.0,75.1,1,68.8,both,6.299999999999997
614,2012,7,224,alfonzo dennard,Patriots,DB,7208.0,29.0,64.6,1,58.3,both,6.299999999999997
524,2012,4,105,nigel bradham,Bills,LB,7105.0,112.0,67.2,1,61.0,both,6.200000000000003
1506,2017,1,20,garett bolles,Broncos,T,11775.0,48.0,73.9,1,67.7,both,6.200000000000003
1724,2018,1,31,sony michel,Patriots,RB,27589.0,29.0,71.5,1,65.3,both,6.200000000000003
1288,2016,1,24,william jackson iii,Bengals,DB,10658.0,44.0,72.4,1,66.2,both,6.200000000000003
336,2011,4,129,julius thomas,Broncos,TE,6281.0,68.0,67.9,1,61.7,both,6.200000000000003
1497,2017,1,11,marshon lattimore,Saints,DB,11766.0,43.0,75.5,1,69.3,both,6.200000000000003
350,2011,5,145,jacquizz rodgers,Falcons,RB,6297.0,108.0,67.5,1,61.3,both,6.200000000000003
107,2010,4,112,joe mcknight,Jets,RB,5636.0,30.0,66.8,1,60.6,both,6.199999999999996
371,2011,6,175,byron stingily,Titans,T,6327.0,14.0,66.1,1,59.9,both,6.199999999999996
1440,2016,6,186,jakeem grant,Dolphins,WR,10820.0,34.0,66.3,1,60.1,both,6.199999999999996
655,2013,1,21,tyler eifert,Bengals,TE,7802.0,59.0,73.6,1,67.4,both,6.199999999999989
994,2014,5,154,jeremiah george,Jets,LB,8789.0,16.0,66.0,1,59.9,both,6.100000000000001
486,2012,3,65,trumaine johnson,Rams,DB,7067.0,101.0,70.8,1,64.7,both,6.099999999999994
1375,2016,4,113,nick kwiatkoski,Bears,LB,10747.0,45.0,66.6,1,60.5,both,6.099999999999994
1281,2016,1,16,taylor decker,Lions,T,10650.0,55.0,74.5,1,68.4,both,6.099999999999994
1589,2017,4,108,vince biegel,Packers,LB,11863.0,26.0,67.8,1,61.7,both,6.099999999999994
1382,2016,4,120,david onyemata,Saints,DT,10754.0,63.0,66.6,1,60.5,both,6.099999999999994
760,2013,5,138,tharold simon,Seahawks,DB,7920.0,17.0,67.6,1,61.5,both,6.099999999999994
593,2012,6,191,dan herron,Bengals,RB,7179.0,25.0,66.3,1,60.2,both,6.099999999999994
2086,2019,7,247,olabisi johnson,Vikings,WR,47882.0,15.0,66.2,1,60.2,both,6.0
1832,2018,5,153,tyrell crosby,Lions,T,38897.0,17.0,66.0,1,60.0,both,6.0
780,2013,5,160,zac stacy,Rams,RB,7942.0,32.0,66.0,1,60.0,both,6.0
1166,2015,4,118,ramik wilson,Chiefs,LB,9551.0,27.0,66.5,1,60.5,both,6.0
557,2012,5,145,taylor thompson,Titans,TE,7140.0,35.0,67.3,1,61.3,both,6.0
1695,2018,1,1,baker mayfield,Browns,QB,46518.0,30.0,78.5,1,72.6,both,5.900000000000006
1805,2018,4,119,kyzir white,Chargers,DB,44485.0,19.0,66.4,1,60.5,both,5.900000000000006
1186,2015,5,143,mycole pruitt,Vikings,TE,9576.0,51.0,66.5,1,60.6,both,5.899999999999999
503,2012,3,84,bernard pierce,Ravens,RB,7085.0,50.0,67.6,1,61.7,both,5.8999999999999915
1282,2016,1,17,keanu neal,Falcons,DB,10651.0,34.0,73.6,1,67.7,both,5.8999999999999915
1064,2015,1,6,leonard williams,Jets,DE,9439.0,79.0,76.9,1,71.1,both,5.800000000000011
1790,2018,4,104,nyheim hines,Colts,RB,48103.0,32.0,67.4,1,61.6,both,5.800000000000004
1404,2016,5,143,deandre washington,Raiders,RB,10777.0,55.0,66.4,1,60.6,both,5.800000000000004
618,2012,7,229,bryce brown,Eagles,RB,7213.0,42.0,64.9,1,59.1,both,5.800000000000004
502,2012,3,83,mohamed sanu,Bengals,WR,7084.0,117.0,67.3,1,61.5,both,5.799999999999997
1820,2018,4,137,dalton schultz,Cowboys,TE,47304.0,27.0,67.6,1,61.8,both,5.799999999999997
474,2012,2,52,zach brown,Titans,LB,7055.0,100.0,70.5,1,64.7,both,5.799999999999997
1335,2016,3,73,kenyan drake,Dolphins,RB,10707.0,60.0,69.8,1,64.0,both,5.799999999999997
1087,2015,2,33,landon collins,Giants,DB,9466.0,74.0,70.7,1,64.9,both,5.799999999999997
1635,2017,5,163,matt milano,Bills,LB,11918.0,42.0,67.0,1,61.2,both,5.799999999999997
264,2011,2,48,stefen wisniewski,Raiders,C,6200.0,124.0,71.0,1,65.3,both,5.700000000000003
597,2012,6,196,jonte green,Lions,DB,7184.0,15.0,64.4,1,58.7,both,5.700000000000003
1782,2018,3,96,harrison phillips,Bills,DT,48690.0,19.0,67.0,1,61.3,both,5.700000000000003
1271,2016,1,5,jalen ramsey,Jaguars,DB,10639.0,60.0,77.3,1,71.6,both,5.700000000000003
259,2011,2,43,kyle rudolph,Vikings,TE,6195.0,128.0,71.7,1,66.0,both,5.700000000000003
1719,2018,1,26,calvin ridley,Falcons,WR,48262.0,29.0,71.5,1,65.8,both,5.700000000000003
2006,2019,4,116,amani hooker,Titans,DB,51378.0,16.0,66.1,1,60.4,both,5.699999999999996
470,2012,2,48,tavon wilson,Patriots,DB,7051.0,97.0,70.9,1,65.3,both,5.6000000000000085
201,2010,7,230,c.j. wilson1,Packers,DE,5753.0,83.0,64.2,1,58.6,both,5.600000000000001
1008,2014,5,175,john urschel,Ravens,G,8810.0,27.0,65.5,1,59.9,both,5.600000000000001
414,2011,7,239,mike person,49ers,G,6391.0,60.0,65.1,1,59.5,both,5.599999999999994
251,2011,2,35,andy dalton,Bengals,QB,6187.0,133.0,71.0,1,65.4,both,5.599999999999994
1545,2017,2,60,chidobe awuzie,Cowboys,DB,11815.0,40.0,70.8,1,65.2,both,5.599999999999994
669,2013,2,36,darius slay,Lions,DB,7817.0,101.0,71.3,1,65.7,both,5.599999999999994
447,2012,1,25,dont'a hightower,Patriots,LB,7030.0,102.0,71.3,1,65.8,both,5.5
895,2014,2,44,cyrus kouandjio,Bills,T,8679.0,25.0,71.7,1,66.2,both,5.5
1845,2018,5,169,jordan wilkins,Colts,RB,26618.0,26.0,66.6,1,61.1,both,5.499999999999993
766,2013,5,144,kenny stills,Saints,WR,7926.0,107.0,66.2,1,60.8,both,5.400000000000006
21,2010,1,23,bryan bulaga,Packers,T,5548.0,113.0,71.8,1,66.4,both,5.3999999999999915
1797,2018,4,111,brian allen1,Rams,C,46104.0,14.0,66.4,1,61.1,both,5.300000000000004
976,2014,4,134,brent urban,Ravens,DT,8769.0,54.0,67.3,1,62.0,both,5.299999999999997
1955,2019,2,56,mecole hardman,Chiefs,WR,42683.0,16.0,69.1,1,63.8,both,5.299999999999997
60,2010,2,62,brandon spikes,Patriots,LB,5587.0,77.0,69.8,1,64.5,both,5.299999999999997
527,2012,4,109,alameda ta'amu,Steelers,DT,7109.0,21.0,67.0,1,61.7,both,5.299999999999997
1502,2017,1,16,marlon humphrey,Ravens,DB,11771.0,46.0,73.7,1,68.4,both,5.299999999999997
1624,2017,5,150,jordan leggett,Jets,TE,11905.0,15.0,65.7,1,60.5,both,5.200000000000003
714,2013,3,84,shawn williams,Bengals,DB,7865.0,84.0,66.9,1,61.7,both,5.200000000000003
1443,2016,6,189,anthony brown,Cowboys,DB,10823.0,55.0,64.4,1,59.2,both,5.200000000000003
1777,2018,3,91,tre'quan smith,Saints,WR,48228.0,26.0,67.2,1,62.0,both,5.200000000000003
68,2010,3,71,morgan burnett,Packers,DB,5596.0,121.0,68.4,1,63.2,both,5.200000000000003
292,2011,3,79,leonard hankerson,Redskins,WR,6231.0,40.0,68.7,1,63.5,both,5.200000000000003
1079,2015,1,25,shaq thompson,Panthers,LB,9458.0,70.0,70.9,1,65.8,both,5.1000000000000085
179,2010,6,198,david gettis,Panthers,WR,5721.0,15.0,64.4,1,59.3,both,5.1000000000000085
1417,2016,5,158,brandon shell,Jets,T,10792.0,46.0,65.2,1,60.1,both,5.100000000000001
966,2014,4,123,kevin norwood,Seahawks,WR,8758.0,10.0,66.5,1,61.4,both,5.100000000000001
517,2012,4,98,gino gradkowski,Ravens,G,7098.0,30.0,66.2,1,61.1,both,5.100000000000001
442,2012,1,20,kendall wright,Titans,WR,7026.0,82.0,72.8,1,67.7,both,5.099999999999994
688,2013,2,58,montee ball,Broncos,RB,7839.0,21.0,70.0,1,64.9,both,5.099999999999994
762,2013,5,140,stepfan taylor,Cardinals,RB,7922.0,41.0,66.3,1,61.2,both,5.099999999999994
293,2011,3,80,chris culliver,49ers,DB,6232.0,49.0,68.3,1,63.2,both,5.099999999999994
374,2011,6,178,aldrick robinson,Redskins,WR,6330.0,79.0,65.3,1,60.2,both,5.099999999999994
928,2014,3,79,terrence brooks,Ravens,DB,8714.0,46.0,68.6,1,63.5,both,5.099999999999994
1070,2015,1,14,devante parker,Dolphins,WR,9447.0,68.0,73.8,1,68.7,both,5.099999999999994
1274,2016,1,8,jack conklin,Titans,T,10642.0,57.0,75.2,1,70.2,both,5.0
1926,2019,1,25,marquise brown,Ravens,WR,61568.0,14.0,70.8,1,65.8,both,5.0
1962,2019,2,64,d.k. metcalf,Seahawks,WR,47864.0,16.0,69.7,1,64.7,both,5.0
1115,2015,2,63,frank clark,Seahawks,DE,9496.0,76.0,69.3,1,64.3,both,5.0
425,2012,1,1,andrew luck,Colts,QB,7007.0,86.0,77.6,1,72.6,both,5.0
1866,2018,6,200,foyesade oluokun,Falcons,LB,24904.0,32.0,64.2,1,59.2,both,5.0
1718,2018,1,25,hayden hurst,Ravens,TE,47294.0,28.0,70.8,1,65.8,both,5.0
883,2014,1,32,teddy bridgewater,Vikings,QB,8667.0,39.0,70.7,1,65.7,both,5.0
1900,2018,7,253,auden tate,Bengals,WR,48192.0,17.0,65.5,1,60.5,both,5.0
481,2012,2,59,vinny curry,Eagles,DE,7061.0,112.0,70.4,1,65.4,both,5.0
1195,2015,5,156,tony lippett,Dolphins,WR,9589.0,20.0,64.7,1,59.8,both,4.900000000000006
981,2014,4,139,prince shembo,Falcons,LB,8774.0,15.0,66.9,1,62.0,both,4.900000000000006
872,2014,1,20,brandin cooks,Saints,WR,8655.0,88.0,72.6,1,67.7,both,4.8999999999999915
1684,2017,7,232,elijah lee,Vikings,LB,11987.0,18.0,63.7,1,58.9,both,4.800000000000004
716,2013,3,86,hugh thornton,Colts,G,7867.0,36.0,66.9,1,62.1,both,4.800000000000004
1031,2014,6,209,quincy enunwa,Jets,WR,8843.0,40.0,64.1,1,59.3,both,4.799999999999997
1213,2015,6,181,kyshoen jarrett,Redskins,DB,9614.0,15.0,63.4,1,58.6,both,4.799999999999997
899,2014,2,49,jace amaro,Jets,TE,8684.0,17.0,70.1,1,65.3,both,4.799999999999997
1711,2018,1,18,jaire alexander,Packers,DB,49350.0,29.0,72.3,1,67.5,both,4.799999999999997
535,2012,4,118,jarius wright,Vikings,WR,7118.0,111.0,65.3,1,60.5,both,4.799999999999997
909,2014,2,59,jack mewhort,Colts,T,8694.0,45.0,70.2,1,65.4,both,4.799999999999997
1872,2018,6,207,equanimeous st. brown,Packers,WR,47967.0,11.0,64.3,1,59.5,both,4.799999999999997
1613,2017,4,138,ryan glasgow,Bengals,DT,11893.0,24.0,66.3,1,61.5,both,4.799999999999997
582,2012,6,176,mike harris,Jaguars,DB,7653.0,34.0,64.5,1,59.8,both,4.700000000000003
500,2012,3,81,tyrone crawford,Cowboys,DE,7083.0,96.0,68.2,1,63.5,both,4.700000000000003
1812,2018,4,126,ito smith,Falcons,RB,45932.0,20.0,65.7,1,61.0,both,4.700000000000003
315,2011,4,104,luke stocker,Buccaneers,TE,6256.0,114.0,66.3,1,61.6,both,4.699999999999996
143,2010,5,154,andrew quarless,Packers,TE,5677.0,60.0,64.6,1,59.9,both,4.699999999999996
1063,2015,1,5,brandon scherff,Redskins,G,9438.0,65.0,76.2,1,71.6,both,4.6000000000000085
1224,2015,6,197,derron smith,Bengals,DB,9630.0,15.0,63.2,1,58.6,both,4.600000000000001
348,2011,5,143,josh thomas,Cowboys,DB,6295.0,31.0,65.2,1,60.6,both,4.600000000000001
1143,2015,3,94,ty montgomery,Packers,WR,9527.0,56.0,66.5,1,61.9,both,4.600000000000001
1862,2018,6,194,russell gage,Falcons,WR,44771.0,24.0,63.6,1,59.0,both,4.600000000000001
775,2013,5,154,chris thompson1,Redskins,RB,7936.0,62.0,64.5,1,59.9,both,4.600000000000001
1086,2015,1,32,malcom brown,Patriots,DT,9465.0,76.0,70.3,1,65.7,both,4.599999999999994
824,2013,7,216,charles johnson1,Packers,WR,7998.0,37.0,63.7,1,59.2,both,4.5
1163,2015,4,115,ibraheim campbell,Browns,DB,9548.0,33.0,65.2,1,60.7,both,4.5
1591,2017,4,110,dede westbrook,Jaguars,WR,11865.0,38.0,66.3,1,61.8,both,4.5
326,2011,4,117,james brewer,Giants,T,6269.0,21.0,65.1,1,60.6,both,4.499999999999993
1141,2015,3,92,jeff heuerman,Broncos,TE,9525.0,51.0,65.6,1,61.1,both,4.499999999999993
915,2014,3,66,morgan moses,Redskins,T,8701.0,84.0,69.0,1,64.6,both,4.400000000000006
1372,2016,4,110,tyler higbee,Rams,TE,10744.0,63.0,66.2,1,61.8,both,4.400000000000006
879,2014,1,28,kelvin benjamin,Panthers,WR,8663.0,61.0,69.9,1,65.5,both,4.400000000000006
2069,2019,6,206,kelvin harmon,Redskins,WR,47931.0,16.0,63.9,1,59.5,both,4.399999999999999
1460,2016,6,208,kamu grugier-hill,Patriots,LB,10842.0,33.0,64.0,1,59.6,both,4.399999999999999
955,2014,4,111,russell bodine,Bengals,C,8746.0,74.0,65.5,1,61.1,both,4.399999999999999
1521,2017,2,36,budda baker,Cardinals,DB,11791.0,46.0,70.1,1,65.7,both,4.3999999999999915
2016,2019,4,130,drue tranquill,Chargers,LB,51276.0,12.0,66.6,1,62.2,both,4.3999999999999915
859,2014,1,6,jake matthews,Falcons,T,8641.0,95.0,75.4,1,71.1,both,4.300000000000011
334,2011,4,126,bilal powell,Jets,RB,6278.0,109.0,65.3,1,61.0,both,4.299999999999997
461,2012,2,39,janoris jenkins,Rams,DB,7043.0,115.0,70.3,1,66.0,both,4.299999999999997
1073,2015,1,18,marcus peters,Chiefs,DB,9451.0,77.0,71.8,1,67.5,both,4.299999999999997
896,2014,2,46,stephon tuitt,Steelers,DE,8681.0,76.0,70.3,1,66.0,both,4.299999999999997
330,2011,4,122,chris hairston,Bills,T,6274.0,64.0,65.0,1,60.8,both,4.200000000000003
183,2010,6,206,kyle williams1,49ers,WR,5729.0,35.0,63.7,1,59.5,both,4.200000000000003
818,2013,7,209,brice butler,Raiders,WR,7991.0,67.0,63.5,1,59.3,both,4.200000000000003
